title,price,area,location,district,floor,room,bedroom,bathroom,livingroom,kitchen,parking,link
"Residential house for sale at Mahalaxmi-04, Imadol, Ochu height, Lalitpur","Rs.21,500,000",sq m0-4-0-0,"Ochu height, Imadol, Lalitpur",Lalitpur,2.5,7,5,5,, 2,,https://99aana.com/property/residential-house-for-sale-at-mahalaxmi-04-ochu-height-imadol-lalitpur-2284/
"A beautiful house for sale at Mahalaxmi-8, Imadol, Lalitpur","Rs.21,500,000",sq m0-3-0-0,"Mahalaxmi-8, Imadol, Lalitpur",Lalitpur,3,7,5,3,,2,,https://99aana.com/property/a-beautiful-house-for-sale-at-mahalaxmi-8-imadol-lalitpur-2262/
"House for sale at Tahachal, Kathmandu","Rs.20,000,000",sq m0-2-0-0,"Tahachal, Kathmandu",Kathmandu,2.5,1,3,3,,1,,https://99aana.com/property/house-for-sale-at-tahachal-kathmandu-2253/
"House for sale at Mahalaxmi-4, Imadol, Lalitpur","Rs.21,500,000",sq m0-4-0-0,"Mahalaxmi-4, Imadol, Lalitpur",Lalitpur,2.5,6,4,3,,2,,https://99aana.com/property/house-for-sale-at-mahalaxmi-4-imadol-lalitpur-2223/
"House for Sale at Thali, Kageshwari-Manohara","Rs.12,500,000",sq m0-3-0-0,"Bhimbari, Thali, Kageshwari-Manohara, Kathmandu",Kathmandu,2.5,8,6,2,, 2,,https://99aana.com/property/house-for-sale-at-thali-kageshwari-manohara-2246/
"A beautiful house for sale at Mount View Residency, Harrisiddhi, Lalitpur","Rs.30,000,000",sq m0-3-1-3," Mount View Residency, Harrisiddhi, Lalitpur",Lalitpur,2.5,2,5( 1 master bedroom),3,,1,,https://99aana.com/property/a-beautiful-house-for-sale-at-mount-view-residency-harrisiddhi-lalitpur-2220/
"House for sale at Gokarneshwor-5, Jorpati, Kathmandu","Rs.13,000,000",sq m0-2-3-0,"Gokarneshwor-5, Jorpati, Kathmandu",Kathmandu,1,3,2,1,,1,,https://99aana.com/property/house-for-sale-at-gokarneshwor-5-jorpati-kathmandu-2241/
"Residential house for sale at Nagarjun-9, Syuchatar, Kathmandu","Rs.26,500,000",sq m0-3-2-0,"Nagarjun-9, Syuchatar, Kathmandu",Kathmandu,2.5,8,7,3,,2,,https://99aana.com/property/residential-house-for-sale-at-nagarjun-9-syuchatar-kathmandu-2240/
"Underconstruction house for sale at Mahalaxmi-4, Imadol, Lalitpur","Rs.13,000,000",sq m0-3-0-2,"Mahalaxmi-4, Imadol, Lalitpur",Lalitpur,1,3,2,1,, 1,,https://99aana.com/property/underconstruction-house-for-sale-at-mahalaxmi-4-imadol-lalitpur-2221/
"House for Sale at Kapan, Kathmandu","Rs.12,500,000",sq m0-2-2-0,"Kapan Budhanilkantha-11, Kathmandu",Kathmandu,2.5,5,5,2,, 2,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-11-2224/
"Residential house for sale at Green hill city, Mulpani, Kageshwori Manohara, Kathmandu","Rs.28,000,000",sq m0-4-0-0,"Green hill city, Mulpani, Kageshwori Manohara, Kathmandu",Kathmandu,2.5,2,4,4,, 1,,https://99aana.com/property/residential-house-for-sale-at-green-hill-city-mulpani-kageshwori-manohara-kathmandu-2228/
"Residential house for sale at Suryabinayak-5, Katunje, Bhaktapur","Rs.18,000,000",sq m0-3-1-2,"Suryabinayak-5, Katunje, Bhaktapur",Bhaktapur,2.5,7,5,4,, 2,,https://99aana.com/property/residential-house-for-sale-at-suryabinayak-5-katunje-bhaltapur-2215/
"House for sale at Koteshwor, Narephat, Kathmandu","Rs.28,000,000",sq m0-3-0-0,"Koteshwor, Narephat, Kathmandu",Kathmandu,3.5,6,,4,,,,https://99aana.com/property/house-for-sale-at-koteshwor-narephat-kathmandu-2206/
"House for sale at Koteshwor, Kathmandu","Rs.35,000,000",sq m0-4-0-0,"Koteshwor, Kathmandu",Kathmandu,2.5,7,6,4,,3,,https://99aana.com/property/house-for-sale-at-koteshwor-kathmandu-2205/
"Residential house for sale at Tangal, Kathmandu","Rs.40,000,000",sq m0-4-0-1,"Tangal, Kathmandu",Kathmandu,2.5,10,,2,, 2,,https://99aana.com/property/residential-house-for-sale-at-tangal-kathmandu/
"House for sale at Mahalaxmi-4, Imadol, Lalitpur","Rs.18,000,000",sq m0-3-0-2,"Mahalaxmi-4, Imadol, Lalitpur",Lalitpur,2.5,6,4,4,, 2,,https://99aana.com/property/house-for-sale-at-mahalaxmi-4-imadol-lalitpur-2199/
"Residential house for sale at Nagarjun-3, Halchowk, Echangu, Kathmandu","Rs.30,000,000",sq m0-4-0-0,"Nagarjun-3, Hulchowk, Echangu, Kathmandu",Kathmandu,2.5,6,4,3,, 2,,https://99aana.com/property/residential-house-for-sale-at-nagarjun-3-halchowk-echangu-kathmandu-2192/
"House for sale at Tokha-4, Dhapasi height, Kathmandu","Rs.35,000,000",sq m0-6-2-0,"Tokha-4, Dhapasi height, Kathmandu",Kathmandu,2.5,13,8,4,, 1,,https://99aana.com/property/house-for-sale-at-tokha-4-dhapai-height-kathmandu-2179/
"A residential house for sale at Mahalaxmi-4, Sitapakha, Lalitpur","Rs.16,500,000",sq m0-3-0-0,"Mahalaxmi-4, Sitapakha, Lalitpur",Lalitpur,2.5,6,5,4,,,,https://99aana.com/property/a-residential-house-for-sale-at-mahalaxmi-4-sitapakha-lalitpur-2147/
"House for sale at Mahalaxmi-4, Sitapakha, Lalitpur","Rs.17,000,000",sq m0-4-2-0,"Mahalaxmi-4, Sitapakha, Lalitpur",Lalitpur,2,9,8,2,, 1,,https://99aana.com/property/house-for-sale-at-mahalaxmi-4-sitapakha-lalitpur-2145/
"House for Sale at PepsiCola, Kageshwor-Manohara","Rs.21,500,000",sq m0-3-2-2,"Har-Har Mahadev, PepsiCola, Kageshwor-Manohara-07, Kathmandu",Kathmandu,3,9,6,3,, 3,1,https://99aana.com/property/house-for-sale-at-pepsicola-kageshwor-manohara-2155/
"A beautiful house for sale at Nagarjun, Kathmandu","Rs.27,500,000",sq m0-4-0-0,"Nagarjun, Kathmandu",Kathmandu,2.5,6,4,4,,,,https://99aana.com/property/a-beautiful-house-for-sale-at-nagarjun-kathmandu-2154/
"Residential house for sale at Tokha-6, Dhapasi, Kathmandu","Rs.32,500,000",sq m0-4-0-0,"Tokha-6, Dhapasi, Kathmandu",Kathmandu,2.5,8,6,6,,,,https://99aana.com/property/residential-house-for-sale-at-tokha-6-dhapasi-kathmandu-2148/
"House for sale at Mahalaxmi-2, Lalitpur","Rs.50,000,000",sq m0-5-2-0,"Mahalaxmi-2, Lalitpur",Lalitpur,3.5,,8,8,,,,https://99aana.com/property/house-for-sale-at-mahalaxmi-2-lalitpur-2138/
"Residential house for sale at Imadol, Lalitpur","Rs.18,500,000",sq m0-3-3-0,"Imadol, lalitpur",lalitpur,2.5,11,6,4,,,,https://99aana.com/property/residential-house-for-sale-at-imadol-lalitpur-2127/
"House for sale at Imadol, TiKathali, Lalitpur","Rs.12,500,000",sq m0-3-3-0,"Imadol, TiKathali, Lalitpur",Lalitpur,1,3,2,1,,,,https://99aana.com/property/house-for-sale-at-imadol-tiKathali-lalitpur-2128/
"House for Sale at Jarankhu, Kathmandu","Rs.13,500,000",sq m0-2-2-0,"Jarankhu, Kathmandu",Kathmandu,2.5,12,8,3,, 2,1,https://99aana.com/property/house-for-sale-at-jarankhu-kathmandu/
"House for sale at Jorpati, Narayantar, Kathmandu","Rs.19,500,000",sq m0-4-0-0,"Jorpati, Narayantar, Kathmandu",Kathmandu,2.5, 2,7,3,, 2,1,https://99aana.com/property/house-for-sale-at-jorpati-narayantar-kathmandu/
"House for sale at Mulpani, Kathmandu","Rs.21,000,000",sq m0-3-0-2,"Mulpani, Kageshwor Manahora",Manahora,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-mulpani-kathmandu-6/
"House for sale at Imadol, Boje pokhari, Lalitpur","Rs.12,500,000",sq m0-3-0-1,"Imadol, Boje pokhari, Lalitpur",Lalitpur,1,,,,,,1,https://99aana.com/property/house-for-sale-at-imadol-boje-pokhari-lalitpur-2/
"House for Sale at Bojepokhari, Imadol","Rs.13,000,000",sq m0-3-2-0,"Bojepokhari, Imadol",Imadol,1,4,2,1,, 1,1,https://99aana.com/property/house-for-sale-at-bojepokhari-imadol/
"House for sale at Imadol, Bojepokhari, Lalitpur","Rs.12,500,000",sq m0-3-2-0,"Imadol, Bojepokhari, Lalitpur",Lalitpur,2,,3,2,, 1,1,https://99aana.com/property/house-for-sale-at-imadol-bojepokhari-lalitpur/
"House for Sale at TiKathali, Lalitpur","Rs.13,000,000",sq m0-3-2-0,"TiKathali, Lalitpur",Lalitpur,1,4,2,1,, 1,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-11/
"House for sale at TiKathali, Lalitpur","Rs.12,500,000",sq m0-3-1-0,"TiKathali, Lalitpur",Lalitpur,1,,,,,,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-10/
"House for sale at Imadol, Lalitpur","Rs.18,500,000",sq m0-3-2-0,"Imadol, Lalitpur",Lalitpur,2.5, 2,6,3,, 2,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-12/
"House for sale at Imadol, Boje pokhari, Lalitpur","Rs.15,000,000",sq m0-3-2-0,"Imadol, Boje pokhari, Lalitpur",Lalitpur,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-imadol-boje-pokhari-lalitpur/
"House for sale at Saraswatinagar, Gopikrishna, Kathmandu","Rs.25,000,000",sq m0-5-0-3,"Saraswatinagar, Gopikrishna, Kathmandu",Kathmandu,2.5, 1,7,3,, 2,1,https://99aana.com/property/house-for-sale-at-saraswatinagar-gopikrishna-kathmandu/
"House for sale at Mahankal, Kathmandu","Rs.50,000,000",sq m0-5-0-0,"Mahankal, Kathmandu",Kathmandu,4.5, 4,12,8,, 4,1,https://99aana.com/property/house-for-sale-at-mahankal-kathmandu/
"House for sale at Sitapaila, Thapachowk, Kathmandu","Rs.25,500,000",sq m0-4-1-1,"Sitapaila, Thapachowk, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-sitapaila-thapachowk-kathmandu/
"House for sale at Dhapasi height, Tokha, Kathmandu","Rs.17,700,000",sq m0-3-0-0,"Dhapasi height, Tokha, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-dhapasi-height-tokha-kathmandu/
"House for Sale at Kirtipur, Kathmandu","Rs.10,000,000",sq m0-3-0-0,"Kirtipur-08, Kathmandu",Kathmandu,3.5,11,,2,, 1,1,https://99aana.com/property/house-for-sale-at-kirtipur-kathmandu/
"House for sale at Mulpani, Dumakhal Chaur, Kathmandu","Rs.11,000,000",sq m0-4-0-0,"Mulpani, Dumakhal Chaur, Kathmandu",Kathmandu,2,,5,2,,,,https://99aana.com/property/house-for-sale-at-mulpani-dumakal-chaur-kathmandu/
"House for sale at Gongabu, Tokha, Kathmandu","Rs.20,500,000",sq m0-3-0-0,"Gongabu, Tokha, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-gongabu-tokha-kathmandu/
"House for sale at Mulpani, Kathmandu","Rs.23,000,000",sq m0-4-1-0,"Mulpani, Kathmandu",Kathmandu,25,,5,5,,,1,https://99aana.com/property/house-for-sale-at-mulpani-kathmandu-5/
"House for sale at Jorpati, Nayabasti, Kathmandu","Rs.16,500,000",sq m0-3-1-1,"Jorpati, Nayabasti, Kathmandu",Kathmandu,2,,,,,,1,https://99aana.com/property/house-for-sale-at-jorpati-nayabasti-kathmandu-2/
"House for sale at Imadol, lalitpur","Rs.25,000,000",sq m0-3-2-0,"Imadol, lalitpur",lalitpur,3,,,,,,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-11/
"House for Sale at Pasikot, Budhanilkantha","Rs.24,000,000",sq m0-8-1-0,"Pasikot, Budhanilkantha",Budhanilkantha,2.5,11,9,3,,,1,https://99aana.com/property/house-for-sale-at-pasikot-budhanilkantha/
"House for sale at Tokha-6, Dhapasi, Kathmandu","Rs.24,000,000",sq m0-3-2-2,"Tokha-6, Dhapasi, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-tokha-6-dhapasi-kathmandu/
House for Sale at Pokhara,"Rs.15,500,000",sq m0-5-1-1,"Mahabharata-14, Pokhara",Pokhara,1.5,4,2,2,,,1,https://99aana.com/property/house-for-sale-at-pokhara-2/
"House for sale at Kapan, Buddhanilkantha, Kathmandu","Rs.23,500,000",sq m0-4-0-0,"Kapan, Buddhanilkantha, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-kapan-buddhanilkantha-kathmandu/
"House for sale at Jorpati, Nayabasti, Kathmandu","Rs.20,000,000",sq m0-3-2-3,"Jorpati, Nayabasti, Kathmandu",Kathmandu,3,,,,,,1,https://99aana.com/property/house-for-sale-at-jorpati-nayabasti-kathmandu/
"House for sale at Narkate chowk, Mahalaxmi, Lalitpur","Rs.19,000,000",sq m0-3-3-3,"Narkate chowk, Mahalaxmi, Lalitpur",Lalitpur,2.5,,, 3,, 2,1,https://99aana.com/property/house-for-sale-at-narkate-chowk-mahalaxmi-lalitpur/
"House for sale at Phutung, Tarakeshwar, Kathmandu","Rs.8,000,000",sq m0-2-3-2,"Phutung, Tarakeshwar, Kathmandu",Kathmandu,1,1, 2, 1,, 1,,https://99aana.com/property/house-for-sale-at-phutung-tarakeshwar-kathmandu/
"House for sale at Chunikhel, Kapan, Kathmandu","Rs.21,000,000",sq m0-4-1-0,"Chunikhel, Kapan, Kathmandu",Kathmandu,2.5,3, 5, 3,, 3,1,https://99aana.com/property/house-for-sale-at-chunikhel-kapan-kathmandu/
"House for sale at Bhangal, Buddhanilkantha, Kathmandu","Rs.21,000,000",sq m0-3-2-0,"Bhangal, Buddhanilkantha, Kathmandu",Kathmandu,2.5,3, 4, 3,, 3,1,https://99aana.com/property/house-for-sale-at-bhangal-buddhanilkantha-kathmandu/
"House for sale at Balkot, Panitanki, Bhaktapur","Rs.16,500,000",sq m0-4-3-0,"Balkot, Panitanki, Bhaktapur",Bhaktapur,2,,,,,,,https://99aana.com/property/house-for-sale-at-balkot-panitanki-bhaktapur/
"House for sale at Srijana Chowk, Dahachowk","Rs.18,000,000",sq m0-4-0-0,"Srijana chowk, Dahachowk",Dahachowk,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-srijana-chowk-dahachowk/
"House for Sale at Sukedhara, Kathmandu","Rs.38,000,000",sq m0-6-2-0,"Sukedhara-04, Kathmandu",Kathmandu,3.5,,, 7 (2 attach bathroom),,,1,https://99aana.com/property/house-for-sale-at-sukedhara-kathmandu-2/
"House for Sale at Birtamode, Jhapa","Rs.13,000,000",sq m10 dhur,"Birtamode, Jhapa",Jhapa,2,,,,,,,https://99aana.com/property/21909/
"House for sale at Panchakumari Marg, Budhanilkantha","Rs.12,500,000",sq m0-2-2-0,"Panchakumari Marg, Kathmandu",Kathmandu,3,,,,,,1,https://99aana.com/property/house-for-sale-at-panchakumari-marg-budhanilkantha/
"House for sale at Jadibuti, Kathmandu","Rs.22,500,000",sq m0-4-0-0,"Jadibuti, Kathmandu",Kathmandu,2,,10,2,,,1,https://99aana.com/property/house-for-sale-at-jadibuti-kathmandu/
"House for Sale at Mulpani, Kageshwori","Rs.20,500,000",sq m0-3-0-2,"Mulpani-06, Kageshwori",Kageshwori,2.5,7,5,4,,,1,https://99aana.com/property/house-for-sale-at-mulpani-kageshwori/
"House for sale at Kadaghari, Kathmandu","Rs.11,000,000",sq m0-3-0-0,"Kadaghari, Kathmandu",Kathmandu,1.5,,,,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-5/
"House for Sale at Jorpati, Kathmandu","Rs.16,000,000",sq m0-2-3-0,"Jorpati-07, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-jorpati-kathmandu-3/
"House for sale at Sundar basti, Special chowk, Budhanilkantha","Rs.16,000,000",sq m0-2-3-0,"Sundar basti, Special chowk, Budhanilkantha",Budhanilkantha,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-sundar-basti-special-chowk-budhanilkantha/
"House for sale at Gothatar, Jorpati","Rs.16,500,000",sq m0-3-0-0,"Gothatar, Jorpati",Jorpati,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-gothatar-jorpati/
"House for sale at Ujjwal tole, Bharatpur, Chitwan","Rs.17,500,000",sq m1 Katha,"Ujjwal tole, Bharatpur, Chitwan",Chitwan,2,,,,,,1,https://99aana.com/property/house-for-sale-at-ujjwal-tole-bharatpur-chitwan/
"House for sale at Chaughada, Nuwakot","Rs.9,500,000",sq m0-6-0-0,"Chaughada, Nuwakot",Nuwakot,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-chaughada-nuwakot/
"House for sale at Hattiban, Lalitpur","Rs.30,000,000",sq m0-4-0-2,"Hattiban, Lalitpur",Lalitpur,2.5,,3,1,,,,https://99aana.com/property/house-for-sale-at-hattiban-lalitpur-3/
"House for sale at Tarahara, Itahari, Sunsari","Rs.13,200,000",sq m24 dhur,"Tarahara, Itahari, Sunsari",Sunsari,1,,,,,,1,https://99aana.com/property/house-for-sale-at-tarahara-itahari-sunsari/
"House for sale at Laxmipur, Birtamode","Rs.5,500,000",sq m1 Katha,"Laxmipur, Birtamode",Birtamode,1,,,,,,,https://99aana.com/property/house-for-sale-at-laxmipur-birtamode/
"House for Sale at Bouddha, Kathmandu","Rs.21,500,000",sq m0-3-0-0,"Thaibu tole Bouddha-06, Kathmandu",Kathmandu,3.5,,,,,,,https://99aana.com/property/house-for-sale-at-bouddha-kathmandu/
"House for sale at Pragati Chowk, Budhanilkantha","Rs.25,000,000",sq m0-4-1-0,"Pragati chowk, Budhanilkantha",Budhanilkantha,2.5,3, 5, 2,,3,1,https://99aana.com/property/house-for-sale-at-pragati-chowk-budhanilkantha/
"House for sale at Padampokhari-12, Sigreni, Hetauda","Rs.47,000,000",sq m13.5 Katha,"Padampokhari-12, Sigreni, Hetauda",Hetauda,1, 1, 4, 1,, 1,1,https://99aana.com/property/house-for-sale-at-padampokhari-12-sigreni-hetauda/
"House for Sale at Tilotama, Rupandehi","Rs.30,000,000",sq m1 Katha,"Draivartol, Tilotama, Rupandehi",Rupandehi,2.5,10,1,4,, 2,1,https://99aana.com/property/house-for-sale-at-tilotama-rupandehi/
"House for Sale at Chandragadi, Jhapa","Rs.9,000,000",sq m1 Katha,"Chandragadi, Jhapa",Jhapa,2,10,,2,, 2,1,https://99aana.com/property/house-for-sale-at-chandragadi-jhapa/
"House for sale at Sainamaina, Rupandehi","Rs.5,500,000",sq m1 Katha,"Sainamaina, Rupandehi",Rupandehi,1,,2,1,, 1,1,https://99aana.com/property/house-for-sale-at-sainamaina-rupandehi/
"House for sale at Nagarjun, Kathmandu","Rs.18,000,000",sq m0-3-0-1,"Nagarjun, Kathmandu",Kathmandu,2.5, 2, 5, 4,, 2,1,https://99aana.com/property/house-for-sale-at-nagarjun-kathmandu/
"House for sale at Changathali, Lalitpur","Rs.16,000,000",sq m0-4-3-2,"TiKathali, Changathali, Lalitpur",Lalitpur,1,,5,1,, 1,1,https://99aana.com/property/house-for-sale-at-changathali-lalitpur-4/
"House for sale at Kapan, Kathmandu","Rs.15,900,000",sq m0-2-2-0,"Kapan, Kathmandu",Kathmandu,2.5, 3, 2, 3,, 2,1,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-9/
"House for Sale at Belbas, Butwal","Rs.10,000,000",sq m5.5 dhur,"Belbas-13, Butwal",Butwal,2,5,,2,, 1,1,https://99aana.com/property/house-for-sale-at-belbas-butwal/
"House for sale at Chamati, Kathmandu","Rs.22,000,000",sq m0-3-1-0,"Chamati, Kathmandu",Kathmandu,3,,4,2,, 1,1,https://99aana.com/property/house-for-sale-at-chamati-kathmandu/
"House for sale at Dharan, Sunsari","Rs.14,000,000",sq m8.5 dhur,"Dharan, Sunsari",Sunsari,2, 2,5,2,, 1,,https://99aana.com/property/house-for-sale-at-dharan-sunsari/
"House for Sale at Sanothimi, Bhaktapur","Rs.16,000,000",sq m0-3-0-0,"Sanothimi-04, Bhaktapur",Bhaktapur,2,,4, 2,, 1,1,https://99aana.com/property/house-for-sale-at-sanothimi-pepsicola-bhaktapur/
"House for sale at TiKathali, Lalitpur","Rs.26,000,000",sq m0-5-0-0,"TiKathali, Lalitpur",Lalitpur,2.5, 2,7,3,, 2,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-8/
"House for sale at Mulpani, Kathmandu","Rs.28,000,000",sq m0-4-2-0,"Mulpani, Kathmandu",Kathmandu,3,,9,3,, 2,,https://99aana.com/property/house-for-sale-at-mulpani-kathmandu-2/
"House for sale at Rajabirendra marg, Kathmandu","Rs.20,000,000",sq m0-3-0-0,"Rajabirendra Marg, Kathmandu",Kathmandu,3,,,,,,1,https://99aana.com/property/house-for-sale-at-rajabirendra-marga-kathmandu/
"House for sale at Syuchatar, Kathmandu","Rs.19,000,000",sq m0-3-0-1,"Kalanki, Syuchatar, Kathmandu",Kathmandu,3.5,,9,5,, 2,,https://99aana.com/property/house-for-sale-at-switchtar-kathmandu/
"House for sale at Chandragiri, Thankot","Rs.20,000,000",sq m0-5-0-0,"Chandragiri, Thankot",Thankot,2.5,1, 7,3,,1,1,https://99aana.com/property/house-for-sale-at-chandragiri-thankot/
"House for Sale at Hattiban, Lalitpur","Rs.37,500,000",sq m0-4-3-0,"Hattiban, Lalitpur",Lalitpur,2.5,10,5,4,,3,1,https://99aana.com/property/house-for-sale-at-hattiban-lalitpur/
"House for sale at Banasthali, Dhungedhara","Rs.23,500,000",sq m0-3-1-0,"Kathmandu-16, Banasthali, Dhungedhara",Dhungedhara,3.5,3, 5,4,,3,,https://99aana.com/property/house-for-sale-at-banasthali-dhungedhara/
"House for sale at Mulpani, Kathmandu","Rs.30,000,000",sq m0-4-2-0,"Mulpani, Kathmandu",Kathmandu,3.5, 4,8,6,,3,,https://99aana.com/property/house-for-sale-at-mulpani-kathmandu/
"House for sale at Sundarbasti, Kapan","Rs.22,000,000",sq m0-3-1-0,"Sundarbasti-8, Kapan, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-sundarbasti-kapan-5/
"House for sale at Ratnanagar, Chitwan","Rs.17,000,000",sq m3.5 Katha,"Ratnanagar, Madhavpur, Chitwan",Chitwan,1,, 2, 1,, 1,,https://99aana.com/property/house-for-sale-at-ratnagar-chitwan/
"House for sale at Pepsicola, kathmandu","Rs.24,000,000",sq m0-3-1-0,"Pepsicola, Kageshowri, Kathmandu",Kathmandu,2.5,, 3, 4,, 2,1,https://99aana.com/property/house-for-sale-at-pepsicola-kathmandu/
"House for sale at Syuchatar, Kalanki","Rs.45,000,000",sq m0-2-2-0,"Suichatar-9, Kalanki, Kathmandu",Kathmandu,3.5,, 4, 4,, 2,1,https://99aana.com/property/house-for-sale-at-suichatar-kalanki/
"House for sale at Changunarayan, Bhaktapur","Rs.15,000,000",sq m0-3-0-0,"Changunarayan, Bhaktapur",Bhaktapur,2.5,1,6,2,, 1,,https://99aana.com/property/house-for-sale-at-changu-narayan-bhaktapur/
"House for sale at Khumaltar, Lalitpur","Rs. 2,40,00,000",sq m0-3-3-0,"Khumaltar, lalitpur",lalitpur,2.5,2,7,4,, 2,,https://99aana.com/property/house-for-sale-at-khumaltar-lalitpur-2/
"House for sale at Khumaltar, Lalitpur","Rs. 2,50,00,000",sq m0-3-3-0,"Khumaltar, Lalitpur",Lalitpur,2.5,1,6,4,,,,https://99aana.com/property/house-for-sale-at-khumaltar-lalitpur/
"House for sale at Bhajachaur, Chandragiri","Rs 90,00,000",sq m0-2-2-0,"Bhajachaur, Chandragiri",Chandragiri,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-bhajachaur-chandragiri/
"House for sale at Budhanilkantha, Kathmandu","Rs.26,000,000",sq m0-4-0-0,"Budhanilkantha-11, Kapan Height",Height,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-3/
"House for sale at Suryabinayak, Bhaktapur","Rs. 2,80,00,000",sq m0-6-3-0,"Suryabinayak, Bhaktapur",Bhaktapur,2.5,1,6,3,,,,https://99aana.com/property/house-for-sale-at-suryabinayak-bhaktapur-2/
"House for Sale at Balaju, Kathmandu","Rs.25,000,000",sq m0-3-0-0,"Balaju, Bohoratar",Bohoratar,3.5,14,7,5,,,,https://99aana.com/property/house-for-sale-at-balaju-kathmandu/
"House for sale at Nepalgunj, Nepal","Rs. 30,00,000",sq m4 dhur,"Nepalgunj, Nepal",Nepal,1,1,4,1,,,,https://99aana.com/property/house-for-sale-at-nepalgunj-nepal/
"House for sale at TiKathali, Lalitpur","Rs. 1,20,00,000",sq m0-4-2-0,"TiKathali, Lalitpur",Lalitpur,1,1,2,1,,,,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-4/
"House for Sale at Kapan, Kathmandu","Rs. 2,30,00,000",sq m0-4-3-0,"Aakasedhara, Kapan",Kapan,3,,,,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-5/
"House for sale at Imadol, Lalitpur","Rs.22,500,000",sq m0-4-0-0,"Imadol, Lalitpur",Lalitpur,2.5,2,6,3,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-6/
"House for Sale at Susan Road, Dharan","Rs. 1,30,00,000",sq m0-0-12,"Susan Road, Dharan",Dharan,2,10,10,3,,,,https://99aana.com/property/house-for-sale-at-dharan-kathmandu/
"House for sale at TiKathali, Lalitpur",Negotiable,sq m0-12-0-0,"TiKathali, Lalitpur",Lalitpur,5.5,4,14,6,,,,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-3/
"House for Sale at Tokha, Kathmandu","Rs. 5,00,00,000",sq m0-10-2-0,"Tokha, Kathmandu",Kathmandu,1,27,24,6,,,,https://99aana.com/property/house-for-sale-at-tokha-kathmandu/
"House for Sale at Kapan, Kathmandu","Rs.16,000,000",sq m0-6-2-0,"Dipendra Chowk, Kapan",Kapan,m0-6-2-0Rooms7Bedrooms6Bathrooms2DescriptionDescription2.5,7,6,2,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-4/
"House for Sale at Kapan, Kathmandu","Rs. 80,00,000",sq m0-4-0-0,"Kapan, Dipendra Chowk",Chowk,1,3,1,1,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-3/
"House for Sale at Budhanilkantha, Kathmandu","Rs.18,500,000",sq m0-3-2-0,"Hepali, Budhanilkantha",Budhanilkantha,2.5,5,4,3,,,,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-2/
"House for Sale at Mulpani, Kathmandu","Rs. 1,45,00,000",sq m0-2-2-0,"Ekatabasti, Mulpani",Mulpani,2.5,7,6,3,,,,https://99aana.com/property/house-for-sale-at-ekatabasti-mulpani/
"House for sale at Baluwatar, Kathmandu","Rs. 3,50,00,000",sq m0-5-0-1,"Baluwatar, Kathmandu",Kathmandu,3.5,,,,,,,https://99aana.com/property/house-for-sale-at-baluwatar-kathmandu/
House for Sale at Karkado Nepalgunj,"Rs. 1,10,00,000",sq m6.75 Dhur,"Karkado, Nepalgunj",Nepalgunj,2.5,10,6,3,,,,https://99aana.com/property/house-for-sale-at-tarkado-nepaljung/
"House for sale at Kadaghari, Kathmandu","Rs.16,500,000",sq m0-3-0-0,"Kadaghari, Kathmandu",Kathmandu,2.5,1,5,3,,,,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-3/
"House for Sale at TiKathali, Lalitpur","Rs. 2,20,00,000",sq m0-3-0-0,"TiKathali, Lalitpur",Lalitpur,2.5,9,5,3,,,,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-2/
